State,Rank,CMS Certification Number (CCN)*,Provider Name,Address,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Date Certified,HHCAHPS Survey Summary Star Rating,Star Rating for health team gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Rank,Score,Offers,Total Score,Color Rating,Latitude,Longitude
MA,1198,227003,GVNA HEALTHCARE INC,"34 PEARLY LANE, GARDNER MA 1440",9786321230,Visiting Nurse Association,50,50,50,50,50,50,24289,4,5,92,5,87,3,83,4,89,91,323,1198,862,300,1162,Top,42.5942346,-71.9608575
MI,1199,237614,ACTIVE COMMUNITY NURSING,"2520 N EUCLID, SUITE 1, BAY CITY MI 48706",9896629816,Local,50,50,50,50,50,0,38918,5,5,94,5,90,3,83,5,93,92,77,1199,912,250,1162,Top,43.6666875,-83.91305
MO,1200,267065,"SSM HEALTH AT HOME, HOME HEALTH-MARYVILLE","2332 S MAIN STREET, MARYVILLE MO 64468",6605627904,Local,50,50,50,50,50,50,28672,4,5,92,5,89,4,87,3,88,86,120,1200,862,300,1162,Top,40.3226293,-94.874714
NC,1201,347083,CAREPARTNERS HOME HEALTH SERVICES,"68 SWEETEN CREEK ROAD, ASHEVILLE NC 28801",8282522255,Hospital Based Program,50,50,50,50,50,50,28464,4,5,92,5,89,4,86,3,88,87,404,1201,862,300,1162,Top,35.5616311,-82.5318864
NC,1202,347226,KINDRED AT HOME,"206 S TURNER STREET, PINK HILL NC 28572",2525686022,Official Health Agency,50,50,50,50,50,50,35901,4,5,93,5,90,3,83,4,89,87,113,1202,862,300,1162,Top,35.053358,-77.7475551
NH,1203,307020,VISITING NURSE HOME CARE&HOSPICE OF CARROLL COUNTY,"1529 WHITE MOUNTAIN HIGHWAY PO BOX 432, NORTH CONWAY NH 3860",6033567006,Visiting Nurse Association,50,50,50,50,50,50,24289,4,5,93,5,90,3,81,4,87,91,168,1203,862,300,1162,Top,44.0210261,-71.1156955
NH,1204,307031,PEMI BAKER COMMUNITY HEALTH,"101 BOULDER POINT DRIVE, SUITE 3, PLYMOUTH NH 3264",6035362232,Visiting Nurse Association,50,50,50,50,50,50,24672,4,4,90,5,88,5,88,3,89,87,111,1204,862,300,1162,Top,43.7675298,-71.7387002
OH,1205,367653,HOME HEALTH SERVICES OF HIGHLAND DISTRICT HOSPITAL,"1275 NORTH HIGH STREET, HILLSBORO OH 45133",9373936371,Hospital Based Program,50,50,50,50,50,50,34851,4,5,91,5,91,3,84,4,90,86,105,1205,862,300,1162,Top,39.22133,-83.610009
TN,1206,447108,ENCOMPASS HEALTH HOME HEALTH,"2068 COWAN HIGHWAY,  SUITE 440, WINCHESTER TN 37398",9319670633,Local,50,50,50,50,50,50,27731,4,5,92,5,90,4,86,3,87,87,392,1206,862,300,1162,Top,35.1737963,-86.0792023
TN,1207,447279,HOME HEALTH CARE OF EAST TN,"2765 EXECUTIVE PARK DRIVE, CLEVELAND TN 37312",8005450418,Local,50,50,50,50,50,50,30795,4,4,91,4,87,5,89,4,89,86,243,1207,862,300,1162,Top,35.1997535,-84.8851899
TX,1208,457015,JORDAN HEALTH SERVICES,"600 WEST 16TH STREET, TEXARKANA TX 75504",9037943102,Local,50,50,50,50,50,50,28620,4,4,90,4,88,5,92,4,89,83,273,1208,862,300,1162,Top,33.4344667,-94.0503851
TX,1209,679523,KINDRED AT HOME,"813 SANTA FE DRIVE, SUITE 100, WEATHERFORD TX 76086",8175990192,Local,50,50,50,50,50,50,38938,4,5,92,4,87,4,85,4,92,86,146,1209,862,300,1162,Top,32.750059,-97.7845032
UT,1210,467236,DIXIE HOME REHAB,"352 EAST RIVERSIDE DRIVE, SUITE B3, ST GEORGE UT 84790",4356288347,Local,50,50,50,50,50,50,39176,4,5,93,5,90,3,82,4,90,87,193,1210,862,300,1162,Top,37.0818883,-113.5754076
WV,1211,517071,GRANT MEMORIAL HOMECARE,"100 HOSPITAL DRIVE, SUITE 3, PETERSBURG WV 26847",3042571015,Local,50,50,50,0,0,50,32038,5,5,95,5,93,5,93,5,92,89,208,1211,962,200,1162,Top,39.0015567,-79.1384929
CO,1212,67119,MERCY HOME HEALTH,"175 MERCADO SUITE 131, DURANGO CO 81301",9703822000,Hospital Based Program,50,50,50,50,50,50,30825,4,5,93,4,89,4,85,4,88,86,174,1212,861,300,1161,Top,37.2383237,-107.8222444
FL,1213,108268,ALL COAST THERAPY SERVICES INC,"13940 N US HWY 441 BLDG 603 STE 603, LADY LAKE FL 32159",3527511095,Official Health Agency,50,50,50,50,50,50,38764,4,5,92,5,92,3,84,4,91,82,173,1213,861,300,1161,Top,28.9156715,-81.9216177
IL,1214,147844,"ALERT HOME HEALTH CARE, INC","8118 N MILWAUKEE AVENUE, STE 109, NILES IL 60714",8476853333,Local,50,50,50,50,50,50,38702,4,5,92,5,91,2,79,5,94,85,40,1214,861,300,1161,Top,42.0285351,-87.8168619
KS,1215,178090,MIDLAND CARE HOME HEALTH,"200 SW FRAZIER CIRCLE, TOPEKA KS 66606",7852322044,Local,50,50,50,50,50,50,40563,4,4,90,5,87,3,81,5,92,91,86,1215,861,300,1161,Top,39.06556,-95.721258
KY,1216,187014,WHITESBURG ARH HHA,"240 HOSPITAL ROAD, WHITESBURG KY 41858",6066333578,Local,50,50,50,50,50,50,24813,4,5,93,5,90,3,81,4,90,87,154,1216,861,300,1161,Top,37.1130228,-82.8126615
KY,1217,187112,OWENSBORO HEALTH HOME CARE,"2816 VEACH RD SUITE 303, OWENSBORO KY 42302",2706882182,Visiting Nurse Association,50,50,50,50,50,50,31159,4,5,92,5,90,3,81,4,91,87,268,1217,861,300,1161,Top,37.7455521,-87.1030034
LA,1218,197056,HME HLTH DEPT WILLIS KNIGHTON,"3300 ALBERT BICKNELL DR, SHREVEPORT LA 71103",3182124180,Hospital Based Program,50,50,50,50,50,50,29021,4,5,92,4,88,4,86,4,88,87,453,1218,861,300,1161,Top,32.482823,-93.7791081
MA,1219,227082,SOUTH SHORE VISITING NURSE ASSOCIATION,"30 RESERVOIR PARK DRIVE, ROCKLAND MA 2370",7816247070,Hospital Based Program,50,50,50,50,50,50,24289,4,4,90,5,89,4,86,4,90,86,535,1219,861,300,1161,Top,42.159564,-70.9041888
ME,1220,207020,NORTHERN LIGHT HOME CARE & HOSPICE,"50 FODEN ROAD, SUITE 1, SO PORTLAND ME 4106",8007573326,Visiting Nurse Association,50,50,50,50,50,50,24506,4,4,90,5,89,4,86,4,89,87,467,1220,861,300,1161,Top,43.638006,-70.3251402
MO,1221,267182,GOLDEN VALLEY MEMORIAL HEALTHCARE HOME SERVICES,"1600 NORTH 2ND STREET, CLINTON MO 64735",6608855088,Hospital Based Program,50,50,50,50,50,50,30735,4,5,91,5,92,3,83,4,91,84,147,1221,861,300,1161,Top,38.3896149,-93.7684297
MS,1222,257101,ADORATION HOME HEALTH CARE MISSISSIPPI,"115 S. MARTIN LUTHER KING DRIVE, INDIANOLA MS 38751",6628871202,Local,50,50,50,50,50,50,28029,4,4,90,5,91,4,87,4,87,86,220,1222,861,300,1161,Top,33.4516724,-90.6323206
NH,1223,307043,CENTRAL NEW HAMPSHIRE VNA & HOSPICE,"780 N MAIN ST, LACONIA NH 3246",6035248444,Visiting Nurse Association,50,50,50,50,50,50,27729,4,5,90,5,90,3,84,4,87,90,393,1223,861,300,1161,Top,43.5320296,-71.4734192
NV,1224,297008,SAINT MARYS HOME CARE SERVICES,"690 SIERRA ROSE DR, STE A, RENO NV 89511",7755016701,Local,50,50,50,50,50,50,28642,4,4,91,4,89,5,89,4,87,85,177,1224,861,300,1161,Top,39.4730303,-119.7997549
PA,1225,397089,COMMUNITY NURSING SERVICES OF NORTH EAST,"7 PARK STREET, NORTH EAST PA 16428",8147254300,Local,50,50,50,50,50,50,25106,4,5,92,5,89,3,83,4,90,87,248,1225,861,300,1161,Top,42.2161217,-79.8361739
PA,1226,397125,PENN MEDICINE HOME HEALTH,"150 MONUMENT ROAD, SUITE 300, BALA CYNWYD PA 19004",6107473400,Hospital Based Program,50,50,50,50,50,50,28241,4,4,90,5,89,4,87,4,90,85,2814,1226,861,300,1161,Top,40.011435,-75.2177419
PA,1227,397794,CARTER HEALTHCARE,"1020 TOWNE SQUARE DRIVE, SUITE 1020-4, GREENSBURG PA 15601",7248635503,Local,50,50,50,50,0,50,37840,5,5,94,5,95,3,84,5,90,88,40,1227,911,250,1161,Top,40.2911663,-79.526737
SC,1228,427035,KINDRED AT HOME,"4975 LACROSS RD, SUITE 354, NORTH CHARLESTON SC 29406",8437441191,Local,50,50,50,50,50,50,31237,4,4,90,5,90,4,87,4,89,85,270,1228,861,300,1161,Top,32.8793742,-80.0157379
SC,1229,427119,TRINITY HOME HEALTH OF AIKEN,"690 MEDICAL PARK DR SUITE 400, AIKEN SC 29803",8036418220,Local,50,50,50,50,50,50,40032,4,5,92,5,90,3,84,4,88,87,272,1229,861,300,1161,Top,33.5743052,-81.761355
SD,1230,437008,HURON REGIONAL MEDICAL CTR HHA,"172 4TH ST SE, HURON SD 57350",6053536520,Hospital Based Program,50,50,50,50,50,50,28672,4,4,88,5,89,4,85,4,92,87,42,1230,861,300,1161,Top,44.361392,-98.2107891
TN,1231,447422,AMEDISYS HOME HEALTH,"2913 BOONES CREEK RD STE 6, JOHNSON CITY TN 37615",4239522340,Local,50,50,50,50,50,50,30896,4,5,92,5,90,3,83,4,90,86,477,1231,861,300,1161,Top,36.384574,-82.420258
TX,1232,457513,KINDRED AT HOME,"7500 VISCOUNT BLVD SUITE 156, EL PASO TX 79925",9158818129,Local,50,50,50,50,50,50,30560,4,4,91,3,85,5,88,5,93,84,51,1232,861,300,1161,Top,31.779944,-106.3859876
TX,1233,457812,HOME HEALTH PROFESSIONALS DALLAS,"8150 N CENTRAL EXPRESSWAY # M2030, DALLAS TX 75206",2143681100,Local,50,50,50,50,50,50,38471,4,5,91,5,93,3,84,4,90,83,192,1233,861,300,1161,Top,32.862258,-96.7691693
TX,1234,678058,PATHFINDER HOME HEALTH,"26009 BUDDE RD STE B300, THE WOODLANDS TX 77380",2813649161,Local,50,50,50,50,50,50,34985,4,5,93,4,88,3,83,5,93,84,138,1234,861,300,1161,Top,30.139801,-95.4504671
TX,1235,679291,HAVEN HOME HEALTH LLC,"12160 NORTH ABRAMS RD SUITE 100, DALLAS TX 75243",9726443000,Local,50,50,50,50,50,50,37788,4,5,91,5,91,3,84,4,89,86,261,1235,861,300,1161,Top,32.9133003,-96.733595
VA,1236,497739,VIRGINIA HEALTHCARE  SERVICES OF THE VALLEY LLC,"115 CREEKSIDE LANE, WINCHESTER VA 22602",5403698322,Local,50,50,50,50,50,50,42748,4,5,92,5,87,3,81,4,91,90,84,1236,861,300,1161,Top,39.1404947,-78.1915779
WI,1237,527078,UPLAND HILLS HOME CARE,"218 E SWAYNE ST SUITE 100, DODGEVILLE WI 53533",6089307210,Hospital Based Program,50,50,50,50,50,50,27501,4,5,92,4,87,4,85,4,90,87,90,1237,861,300,1161,Top,42.9697741,-90.1280793
WV,1238,517118,WEIRTON MEDICAL CENTER HOME HEALTH,"601 COLLIERS WAY, WEIRTON WV 26062",3047976495,Hospital Based Program,50,50,50,50,50,50,35662,4,5,93,5,89,3,84,4,92,83,457,1238,861,300,1161,Top,40.39556,-80.527957
AL,1239,17014,AMEDISYS HOME HEALTH,"68278 MAIN STREET, BLOUNTSVILLE AL 35031",8664864919,Local,50,50,50,50,50,50,27641,4,4,90,4,89,5,88,4,88,85,145,1239,860,300,1160,Top,34.0715077,-86.5870296
AL,1240,17080,DCH HOME HEALTH CARE AGENCY,"1110 DR EDWARD HILLARD DRIVE, TUSCALOOSA AL 35401",2057597010,Hospital Based Program,50,50,50,50,50,50,33360,4,5,91,4,88,4,86,4,90,85,188,1240,860,300,1160,Top,33.2029132,-87.5296557
AZ,1241,37130,"BAYADA HOME HEALTH CARE, INC","7070 NORTH ORACLE ROAD, SUITE 100, TUCSON AZ 85704",5205442300,Local,50,50,50,50,50,50,33779,4,4,90,5,90,4,87,4,87,86,321,1241,860,300,1160,Top,32.3343283,-110.9765099
CO,1242,67407,BERKLEY HOME HEALTHCARE,"10697 E DARTMOUTH AVENUE, AURORA CO 80014",3037582000,Local,50,50,50,50,50,50,36306,4,5,93,5,92,3,82,4,91,82,333,1242,860,300,1160,Top,39.6608182,-104.8632027
CT,1243,77176,FARMINGTON VALLEY VNA,"8 OLD MILL LANE, SIMBURY CT 6070",8606513539,Visiting Nurse Association,50,50,50,50,50,50,32812,4,5,92,5,88,3,83,4,87,90,120,1243,860,300,1160,Top,41.8713871,-72.8103951
FL,1244,107236,BETTER@HOME,"2400 S US HGWY 27 STE D(4)-306, CLERMONT FL 34711",3523230168,Visiting Nurse Association,50,50,50,50,50,50,31660,4,4,91,5,89,4,87,4,92,81,102,1244,860,300,1160,Top,28.552129,-81.761602
FL,1245,108134,ALOHA HOME CARE LLC,"548 UNIVERSITY BLVD #101, PORT SAINT LUCIE FL 34986",7722832247,Local,50,50,50,50,50,50,38392,4,5,91,5,88,3,84,4,90,87,329,1245,860,300,1160,Top,27.3204721,-80.4021333
GA,1246,117068,UNIVERSITY HOME HEALTH,"225 OLD MILLEN HWY, WAYNESBORO GA 30830",7065547013,Hospital Based Program,50,50,50,50,50,50,30103,4,4,90,4,87,5,88,4,88,87,198,1246,860,300,1160,Top,33.07378,-82.004006
KY,1247,187040,MCDOWELL HOME HEALTH AGENCY,"131 DANIEL DRIVE, DANVILLE KY 40422",8592368946,Hospital Based Program,50,50,50,50,0,50,26063,5,5,94,5,91,4,87,4,89,89,297,1247,910,250,1160,Top,37.6217689,-84.7642577
KY,1248,187136,METHODIST HOSPITAL HOMECARE,"505 KLUTEY PARK PLAZA DRIVE, SUITE A, HENDERSON KY 42420",2708691997,Local,50,50,50,50,0,50,31497,5,5,91,5,89,5,91,3,92,87,163,1248,910,250,1160,Top,37.836122,-87.567972
LA,1249,197260,"THOMPSON HOME HEALTH, A PART OF THE ELARA CARING N","1111 SOUTH 5TH STREET SUITE D, LEESVILLE LA 71446",3372394779,Local,50,50,50,50,50,50,32895,4,5,92,4,89,4,87,4,88,84,141,1249,860,300,1160,Top,31.1329059,-93.2654744
MA,1250,227122,BERKSHIRE VISITING NURSE ASSOCIATION,"165 TOR COURT, PITTSFIELD MA 1201",4134473048,Hospital Based Program,50,50,50,50,50,50,24294,4,4,90,5,89,4,87,4,87,87,423,1250,860,300,1160,Top,42.4580404,-73.2811676
MA,1251,227144,STOUGHTON PUBLIC HEALTH ASSOCIATION,"10 PEARL STREET, STOUGHTON MA 2072",7813447011,Visiting Nurse Association,50,50,50,50,50,50,24358,4,5,96,5,95,3,83,3,91,95,49,1251,860,300,1160,Top,42.1254754,-71.103027
NC,1252,347062,3HC,"855 S BECKFORD DRIVE, SUITE A, HENDERSON NC 27536",2524925831,Local,50,50,50,50,50,50,27208,4,5,93,5,92,2,78,5,91,86,55,1252,860,300,1160,Top,36.336103,-78.4266759
NC,1253,347071,STANLY COUNTY HOME HEALTH AGEN,"1000 NORTH FIRST STREET SUITE, ALBEMARLE NC 28001",7049821141,Official Health Agency,50,50,50,50,50,50,27508,4,5,91,5,90,3,84,4,89,86,91,1253,860,300,1160,Top,35.3658452,-80.1976897
NE,1254,287052,CHADRON COMMUNITY HOSPITAL AND HEALTH SERVICES,"825 CENTENNIAL DR, CHADRON NE 69337",3084325521,Hospital Based Program,50,50,50,50,50,50,32286,4,5,91,4,83,5,93,3,85,88,49,1254,860,300,1160,Top,42.8229311,-103.0145423
OH,1255,369024,"PREMIER NURSING, LLC HOME HEALTH SERVICE","1515 SOUTH BREIEL BLVD, SUITE A-2, MIDDLETOWN OH 45044",5134331856,Local,50,50,50,50,50,50,41337,4,5,93,5,89,3,83,4,92,83,50,1255,860,300,1160,Top,39.4976,-84.354798
OK,1256,377196,ENCOMPASS HEALTH HOME HEALTH OF CENTRAL OKLAHOMA,"209 NW 48TH AVE, NORMAN OK 73072",4053600041,Local,50,50,50,50,50,50,33744,4,4,90,5,89,4,87,4,88,86,389,1256,860,300,1160,Top,35.2201589,-97.5112563
OK,1257,377400,"DOCTORS PARK HOME HEALTH,INC","517 EAST ROBINSON STREET, NORMAN OK 73071",4053606060,Local,50,50,50,50,50,50,34459,4,5,89,5,91,3,84,4,89,87,57,1257,860,300,1160,Top,35.2331382,-97.4387904
OK,1258,377747,"TRIAD HOME HEALTH, LLC","129 NORTH PENN, MANGUM OK 73554",5807825800,Local,50,50,50,50,0,50,40641,5,5,90,4,87,5,93,4,91,89,131,1258,910,250,1160,Top,34.8739779,-99.5043916
PA,1259,398183,OMNI HOME CARE,"1605 N CEDAR CREST BLVD SUITE 408, ALLENTOWN PA 18104",6104327100,Visiting Nurse Association,50,50,50,50,50,0,41059,5,5,93,5,90,4,87,4,93,87,91,1259,910,250,1160,Top,40.6148926,-75.5315927
TN,1260,447176,SUNCREST HOME HEALTH,"471 WEST BROAD STREET, SMITHVILLE TN 37166",6155977777,Local,50,50,50,50,50,50,30110,4,4,90,5,89,5,89,3,86,86,329,1260,860,300,1160,Top,35.9576374,-85.8266456
TN,1261,447573,"AMERICAN NATIONAL HOME HEALTH, INC","95 SIGNATURE PLACE, LEBANON TN 37087",6154531029,Local,50,50,50,50,50,50,39626,4,5,91,4,87,4,85,4,92,85,64,1261,860,300,1160,Top,36.2159399,-86.3328375
TX,1262,457833,PARADIGM HOMECARE,"777 S BROADWAY AVENUE SUITE 200, TYLER TX 75701",9035811223,Local,50,50,50,50,50,50,38496,4,5,91,5,89,3,84,4,90,86,404,1262,860,300,1160,Top,32.341155,-95.3010618
TX,1263,458337,HERITAGE HOME HEALTH,"4605 TEXAS BOULEVARD, TEXARKANA TX 75503",9037934900,Local,50,50,50,50,50,50,34788,4,4,90,5,90,4,87,4,88,85,140,1263,860,300,1160,Top,33.4611385,-94.0479503
TX,1264,679784,KLARUS HOME CARE,"4100 INTERNATIONAL PLAZA SUITE 750, FORT WORTH TX 76109",8173499050,Local,50,50,50,50,50,50,39598,4,5,92,4,88,4,86,4,91,83,270,1264,860,300,1160,Top,32.6881954,-97.4022298
TX,1265,747917,PREMIERE ANGEL CARE HOME HEALTH LLC,"3248 HIGHWAY 44, ALICE TX 78332",3616619701,Local,50,50,50,50,50,50,41634,4,4,90,5,90,5,94,3,92,74,42,1265,860,300,1160,Top,27.7491014,-98.1266706
WV,1266,517075,VALLEY HEALTH HOME HEALTH/WEST VIRGINIA,"25072 NORTHWESTERN PIKE, ROMNEY WV 26757",8667973787,Local,50,50,50,50,50,50,32296,4,4,90,5,90,4,86,4,89,85,309,1266,860,300,1160,Top,39.3365271,-78.7475986
AL,1267,17324,ALACARE HOME HEALTH AND HOSPICE,"824 HIGHWAY 231 SOUTH, TROY AL 36081",3345669238,Local,50,50,50,50,50,50,37573,4,4,90,5,90,4,87,4,87,85,305,1267,859,300,1159,Top,31.7876927,-85.9670501
AR,1268,47115,ELITE HOME HEALTH,"111 NORTH MAIN STREET STE 1, SALEM AR 72576",8708952273,Local,50,50,50,50,50,50,32937,4,4,90,5,90,4,87,4,88,84,555,1268,859,300,1159,Top,36.3712867,-91.8225983
AR,1269,47170,ENCOMPASS HEALTH HOME HEALTH,"540 E APPLEBY DRIVE, SUITE 102, FAYETTEVILLE AR 72703",4794426363,Local,50,50,50,50,50,50,37685,4,5,91,4,88,4,87,4,88,85,179,1269,859,300,1159,Top,36.105477,-94.1508566
CA,1270,59288,"TOP CHOICE HOME HEALTHCARE, INC.","539 N GLENOAKS BLVD, STE 201, BURBANK CA 91502",8186988282,Local,50,50,50,50,50,50,40576,4,4,90,3,88,5,93,5,91,77,58,1270,859,300,1159,Top,34.1862262,-118.3110805
CA,1271,59561,"PRIMELIVING HOME HEALTH, INC","48521 WARM SPRINGS BOULEVARD, SUITE 307A, FREMONT CA 94539",5107709810,Official Health Agency,50,50,50,50,50,50,41744,4,4,90,5,92,5,90,3,86,81,51,1271,859,300,1159,Top,37.4671703,-121.9181992
CA,1272,557630,INTERIM HEALTHCARE,"1647 COURT STREET, REDDING CA 96001",5302211212,Local,50,50,50,50,50,50,35032,4,4,91,5,90,4,87,4,89,82,146,1272,859,300,1159,Top,40.5815301,-122.3946858
CO,1273,67459,COMPASSIONATE HOME HEALTH CARE LLC,"11940 QUAY ST, BROOMFIELD CO 80020",3034653700,Local,50,50,50,50,50,50,38792,4,5,92,4,87,4,87,4,86,87,69,1273,859,300,1159,Top,39.9130647,-105.0726835
CT,1274,77089,FOOTHILLS VN HOME CARE INC,"32 UNION ST, WINSTED CT 6098",8603798561,Visiting Nurse Association,50,50,50,50,50,50,24289,4,5,90,5,88,3,84,4,90,87,305,1274,859,300,1159,Top,41.9220662,-73.0718406
CT,1275,77112,SALISBURY VISITING NURSE ASSOC,"30A  SALMON KILL RD, SALISBURY CT 6068",8604350816,Visiting Nurse Association,50,50,50,50,50,50,27040,4,4,89,5,88,4,86,4,91,85,85,1275,859,300,1159,Top,41.9762332,-73.4228668
IL,1276,147451,OSF HOME HEALTH-EASTERN REGION,"211 LANDMARK DRIVE, STE D3, NORMAL IL 61761",3096628810,Local,50,50,50,50,50,50,31392,4,4,91,5,89,4,87,4,88,84,718,1276,859,300,1159,Top,40.5150059,-88.9552345
KY,1277,187093,AMEDISYS HOME HEALTH CARE SERVICES,"101 BRUCE PROFESSIONAL DRIVE, MOUNT STERLING KY 40353",8594985199,Local,50,50,50,50,50,0,30875,5,5,93,5,92,3,84,5,93,87,180,1277,909,250,1159,Top,38.0565629,-83.9432368
LA,1278,197454,FIRST OPTION HOME HEALTH,"4906 AMBASSADOR CAFFERY PKWY BLDG A, STE 1, LAFAYETTE LA 70508",3372359741,Local,50,50,50,50,50,50,33954,4,5,91,5,92,3,82,4,89,85,155,1278,859,300,1159,Top,30.1465031,-92.0371789
MA,1279,227061,"HALLMARK HEALTH VNA AND HOSPICE, INC","178 SAVIN STREET, SUITE 300, MALDEN MA 2148",7813387800,Visiting Nurse Association,50,50,50,50,50,50,24289,4,4,90,4,88,5,88,4,89,84,412,1279,859,300,1159,Top,42.4295416,-71.0870573
MI,1280,237239,ST FRANCIS HOME HEALTH CARE,"901 NORTH LINCOLN ROAD, ESCANABA MI 49829",9067864456,Local,50,50,50,50,50,50,33941,4,4,89,5,90,4,85,4,91,84,197,1280,859,300,1159,Top,45.756249,-87.0780951
NC,1281,347129,"BAYADA HOME HEALTH CARE, INC","807 NORTH MADISON BLVD, ROXBORO NC 27573",3365973050,Local,50,50,50,50,50,50,31387,4,4,89,5,90,5,88,3,87,85,166,1281,859,300,1159,Top,36.4065531,-78.977716
PA,1282,397012,MAIN LINE HEALTH HOME CARE & HOSPICE - HOME HEALTH,"240 RADNOR CHESTER ROAD SUITE 100, RADNOR PA 19087",4845801411,Local,50,50,50,50,50,50,24289,4,4,90,4,88,5,89,4,89,83,920,1282,859,300,1159,Top,40.0422054,-75.3628845
PA,1283,397449,"ALL CARE HOME CARE, INC","472 SOUTH POPLAR ST, HAZLETON PA 18201",5704593002,Local,50,50,50,50,50,50,31687,4,5,91,5,91,3,84,4,88,85,258,1283,859,300,1159,Top,40.940299,-75.973152
PA,1284,398067,"ANGEL'S TOUCH HOME CARE, LLC","341 WYOMING AVENUE SUITE 2, WEST PITTSTON PA 18643",5706553581,Local,50,50,50,50,50,50,39325,4,4,90,5,89,4,86,4,88,86,292,1284,859,300,1159,Top,41.326758,-75.798281
TN,1285,447558,AMEDISYS HOME HEALTH SERVICES,"900 CONFERENCE DRIVE SUITE 1A, GOODLETTSVILLE TN 37072",7317363700,Local,50,50,50,50,50,50,36740,4,5,91,5,92,3,84,4,85,87,182,1285,859,300,1159,Top,36.3222792,-86.7031195
TX,1286,457128,KINDRED AT HOME,"405 E COMMERCE ST, EASTLAND TX 76448",2546291268,Local,50,50,50,50,50,50,29434,4,4,90,4,87,5,88,4,87,87,365,1286,859,300,1159,Top,32.4007007,-98.8142479
TX,1287,457754,ACCOLADE HOME CARE,"1934 MEDI PARK DR, AMARILLO TX 79106",8063523900,Local,50,50,50,50,50,50,31134,4,4,90,4,88,5,88,4,87,86,327,1287,859,300,1159,Top,35.191587,-101.9146118
TX,1288,458141,TRADITIONS HEALTH CARE,"1192 D WEST DALLAS, CONROE TX 77304",7132661062,Local,50,50,50,50,50,50,34575,4,4,92,5,91,4,85,4,87,84,181,1288,859,300,1159,Top,30.3155304,-95.4691964
TX,1289,677065,YOUNG COUNTY HOME HEALTH CARE,"700 ELM STREET, GRAHAM TX 76450",9405494039,Local,50,50,50,50,0,50,31672,5,5,93,5,93,3,82,5,94,87,98,1289,909,250,1159,Top,33.1045239,-98.5899167
TX,1290,677078,CALVERT HOME HEALTH CARE LTD,"131 N GRAIN, CROSBYTON TX 79322",8066757321,Local,50,50,50,50,50,50,31786,4,4,89,5,89,4,86,4,89,86,121,1290,859,300,1159,Top,33.6604616,-101.2456031
TX,1291,679167,ENCOMPASS HOME HEALTH OF NORTH CENTRAL TEXAS,"901 W ROSEDALE ST SUITE 250, FORT WORTH TX 76104",8177374300,Local,50,50,50,50,50,50,37537,4,4,90,4,88,5,88,4,87,86,345,1291,859,300,1159,Top,32.7318493,-97.363867
TX,1292,679259,HOME CARE CONNECTIONS,"3131 BELL STREET SUITE 211, AMARILLO TX 79106",8063568911,Local,50,50,50,50,50,50,37729,4,4,90,4,87,5,90,4,89,83,95,1292,859,300,1159,Top,35.1802939,-101.9017375
TX,1293,747668,REGENCY HOME HEALTH OF SCHULENBURG,"309 KESSLER, SCHULENBURG TX 78956",9797434663,Local,50,50,50,50,0,0,40969,5,5,93,5,92,5,91,5,92,91,64,1293,959,200,1159,Top,29.6835508,-96.9034681
AL,1294,17153,COMFORT CARE HOME HEALTH OF ALABASTER,"1140 1ST STREET N, STE 200, ALABASTER AL 35007",2056850421,Local,50,50,50,50,50,50,37335,4,5,92,4,86,4,87,4,88,85,765,1294,858,300,1158,Top,33.257362,-86.813101
AR,1295,47096,JOHN ED CHAMBERS MEMORIAL INC HHA,"HIGHWAY 10 AT DETROIT STREET, DANVILLE AR 72833",4794956262,Hospital Based Program,50,50,50,50,50,50,31818,4,5,92,5,90,3,84,4,87,85,67,1295,858,300,1158,Top,35.0539963,-93.388555
AR,1296,47099,CHI ST VINCENT HEALTH AT HOME,"211 HELICOPTER LANE, MORRILTON AR 72110",5013546262,Local,50,50,50,50,50,50,32016,4,5,91,5,90,4,85,3,88,84,192,1296,858,300,1158,Top,35.1509173,-92.7440538
AZ,1297,37024,SCOTTSDALE HEALTHCARE HOME HEALTH,"7301 EAST 2ND STREET, SUITE 300, SCOTTSDALE AZ 85251",4808824222,Hospital Based Program,50,50,50,50,50,50,29891,4,5,92,5,91,3,84,4,88,83,209,1297,858,300,1158,Top,33.4910591,-111.9242222
FL,1298,107233,HEALTH FIRST HOME CARE,"3566 N HARBOR CITY BLVD, MELBOURNE FL 32935",3214345909,Local,50,50,50,50,50,50,31854,4,4,91,5,88,4,86,4,89,84,2118,1298,858,300,1158,Top,28.1639226,-80.6438487
FL,1299,107792,KINDRED AT HOME,"5111 N 12TH AVE STE A, PENSACOLA FL 32504",8504348662,Local,50,50,50,50,50,50,37859,4,5,91,4,87,4,85,4,90,85,435,1299,858,300,1158,Top,30.4762825,-87.1990636
