State,CMS Certification Number (CCN)*,Provider Name,Address,City,Zip,Phone,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,HHCAHPS Survey Summary Star Rating,Star Rating for health team gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family",Number of completed Surveys,Response rate,Total Score,Offers Score
MS,257128,SAADS HOME NURSING OF MS,10598 D'IBERVILLE BLVD SUITE B,DIBERVILLE,39540,2284328855,Local,50,50,50,50,50,50,5,5,93,5,91,5,88,4,91,86,247,29,929,300
MS,257131,STA HOME HEALTH AND HOSPICE,205 WALTHALL  STREET,GREENWOOD,38930,6624538420,Official Health Agency,50,50,50,50,50,50,5,5,92,5,90,5,91,4,89,86,626,32,928,300
MS,257103,AMEDISYS HOME HEALTH OF VICKSBURG,"2080 SOUTH FRONTAGE ROAD, SUITE 105",VICKSBURG,39180,6016193670,Official Health Agency,50,50,50,50,50,50,5,5,93,5,90,5,90,4,88,86,405,26,927,300
MS,257120,MISSISSIPPI HOMECARE OF RICHTON,"308 NORTH FRONT ST, SUITE E ( PO BOX 1314)",RICHTON,39476,6017882912,Local,50,50,50,50,50,50,5,5,92,5,90,5,91,4,90,84,378,29,927,300
MS,257091,ENCOMPASS HEALTH-HOME HEALTH & HOSPICE,133 MAYFAIR ROAD,HATTIESBURG,39402,6012680408,Local,50,50,50,50,50,50,5,5,92,5,90,5,89,4,90,85,288,29,926,300
MS,257100,AMEDISYS HOME HEALTH OF BILOXI,"925 TOMMY MUNRO DRIVE, SUITE K",BILOXI,39532,2283884144,Local,50,50,50,50,50,50,5,5,92,5,91,5,88,4,88,84,193,26,923,300
MS,257114,BAPTIST HOME CARE AND HOSPICE NORTH MISSISSIPPI,548 HIGHWAY 6 EAST,BATESVILLE,38606,6625788402,Local,50,50,50,50,50,50,5,5,91,5,89,5,89,4,87,84,634,30,920,300
MS,257311,MID DELTA HH OF CHARLESTON INC,617 NORTH STATE STREET,CLARKSDALE,38614,6626244910,Local,50,50,50,50,50,50,5,5,92,5,89,5,88,4,88,79,65,15,916,300
MS,257143,TENDER LOVING CARE,"11010 HIGHWAY 49, SUTE 4",GULFPORT,39503,2288319821,Local,50,50,50,50,50,0,5,4,91,5,90,5,90,4,91,92,175,29,914,250
MS,257127,FORREST GENERAL HOME CARE,1414 SOUTH 28TH AVENUE,HATTIESBURG,39402,6012884344,Hospital Based Program,50,50,50,50,50,50,5,5,93,5,91,3,84,5,92,90,371,24,910,300
MS,257096,PRO CARE HOME HEALTH,#20 BAY AVENUE / P. O. BOX 527,BAY SPRINGS,39422,6017642081,Hospital Based Program,50,50,50,50,50,50,5,5,93,4,88,5,91,4,86,89,137,55,907,300
MS,257102,STA HOME HEALTH AND HOSPICE,"130 FAIRMONT STREET, SUITE A (PHYSICAL)",CLINTON,39056,6019614367,Local,50,50,50,50,50,50,5,4,92,5,89,5,89,4,90,87,554,29,907,300
MS,257122,MISSISSIPPI HOMECARE OF EUPORA,"1700  VETERANS BLVD, SUITE B",EUPORA,39744,6012675446,Local,50,50,50,50,50,50,5,5,93,5,90,4,87,4,89,88,912,29,907,300
MS,257107,MISSISSIPPI HOMECARE -  VICKSBURG,"2080 S FRONTAGE ROAD, SUITE 107",VICKSBURG,39180,6016290015,Local,50,50,50,50,50,50,5,5,91,4,87,5,90,4,89,85,109,25,902,300
MS,257304,KINDRED AT HOME,217 CALDWELL DRIVE,HAZLEHURST,39083,6018942701,Local,50,50,50,50,50,50,5,4,90,5,88,5,91,4,87,83,121,26,899,300
MS,257147,INTREPID USA HEALTHCARE SERVICES,"885 FERNCLIFF DR, SUITE 1 & 3",SOUTHAVEN,38671,6623930109,Local,50,50,50,0,0,50,5,5,92,5,90,5,88,3,84,85,77,28,899,200
MS,257123,HOMECHOICE HEALTH SERVICES- HATTIESBURG,"22 MILLBRANCH ROAD, SUITE 100",HATTIESBURG,39402,6012688450,Hospital Based Program,50,50,50,50,50,50,5,4,91,5,90,5,90,4,85,78,157,23,894,300
MS,257101,ADORATION HOME HEALTH CARE MISSISSIPPI,115 S. MARTIN LUTHER KING DRIVE,INDIANOLA,38751,6628871202,Local,50,50,50,50,50,50,4,4,90,5,91,4,87,4,87,86,220,42,861,300
MS,257082,MISSISSIPPI HOMECARE OF JACKSON,"1200 NORTH STATE STREET, SUITE 200",JACKSON,39202,6013525063,Local,50,50,50,50,50,50,4,4,91,5,89,4,86,4,88,84,1499,28,858,300
MS,257090,KARE IN HOME HEALTH SERVICES,10281 CORPORATE DRIVE,GULFPORT,39503,2286042155,Local,50,50,50,50,50,50,4,5,92,4,88,4,85,4,86,84,326,29,855,300
MS,257121,AMEDISYS HOME HEALTH,2900 NORTH HILLS STREET,MERIDIAN,39305,6014843293,Local,50,50,50,50,50,50,4,5,92,5,90,4,87,3,85,79,161,25,853,300
MS,257097,ENCOMPASS HEALTH-HOME HEALTH,"2080 SOUTH FRONTAGE ROAD, SUITE 103",VICKSBURG,39180,6016386606,Local,50,50,50,50,50,50,4,4,90,4,86,5,88,3,85,82,317,26,831,300
MS,257098,DELTA REGIONAL MED.CTR.HHA,300 SOUTH WASHINGTON AVE / PO BOX 5247,GREENVILLE,38701,6627251200,Hospital Based Program,50,50,50,50,50,50,4,4,92,4,86,4,85,4,85,81,176,34,829,300
MS,257111,ENCOMPASS HEALTH HOME HEALTH OF GULF COAST,11703 HIGHLAND CIRCLE,GULFPORT,39503,2287629355,Local,50,50,50,50,50,50,4,4,91,4,86,4,86,3,86,81,277,26,810,300
MS,257141,MISSISSIPPI HOMECARE OF PICAYUNE,1701 HWY 43 N STE 6,PICAYUNE,39466,6017499101,Local,50,50,50,50,50,50,4,4,90,4,87,4,86,3,84,80,721,29,807,300
MS,257089,FORREST GENERAL HOME CARE OF MARION GENERAL,912 SUMRALL ROAD,COLUMBIA,39429,6017402201,Hospital Based Program,50,50,50,50,50,50,4,4,93,5,91,2,80,3,89,82,89,25,795,300
MS,257099,COMFORTCARE HOME HEALTH,2260 HIGHWAY 15 NORTH,LAUREL,39440,6014257521,Hospital Based Program,50,50,50,0,50,50,3,4,89,4,87,2,80,3,84,82,147,27,742,250
MS,257115,MID DELTA HOME HEALTH AGENCY,405 N HAYDEN ST,BELZONI,39038,6622471254,Local,50,50,50,50,50,50,3,3,88,3,84,3,83,3,82,78,310,18,715,300
ND,357044,TRINITY HOSPITALS  HOME HEALTH,1015 S BROADWAY STE 306,MINOT,58701,7018575082,Hospital Based Program,50,50,50,50,50,50,5,5,91,5,91,4,86,5,90,89,108,42,927,300
ND,357014,ALTRU'S HOME HEALTH,1380 SOUTH COLUMBIA RD,GRAND FORKS,58201,7017805880,Hospital Based Program,50,50,50,50,50,50,5,5,91,5,90,5,93,4,86,81,164,40,921,300
ND,357007,GOOD SAMARITAN SOCIETY HOME CARE,302 7TH AVENUE NE,DEVILS LAKE,58301,7015440195,Local,50,50,50,50,0,50,5,4,90,5,91,5,90,4,86,82,93,28,899,250
ND,357016,CHI HEALTH AT HOME,1212 E MAIN AVE,BISMARCK,58501,7015304500,Local,50,50,50,0,50,50,5,5,92,5,89,4,86,4,88,80,138,43,895,250
ND,357042,GOOD SAMARITAN SOCIETY - HOME CARE,600 SOUTH 2ND STREET SUITE 101,BISMARCK,58504,7012557575,Local,50,50,50,50,0,50,4,5,92,4,86,4,87,4,86,85,58,22,856,250
ND,357029,SANFORD HOME CARE,910 18TH ST NW,MANDAN,58554,7013238400,Hospital Based Program,50,50,50,50,50,50,4,5,89,4,83,4,86,4,85,79,118,32,842,300
ND,357002,JAMESTOWN REGIONAL MEDICAL CENTER HOME HEALTH,2422 20TH ST SW,JAMESTOWN,58401,7019524847,Hospital Based Program,50,50,50,50,50,50,4,5,93,4,87,3,81,3,84,91,54,24,816,300
ND,357037,SANFORD HOME CARE FARGO,100 4TH SOUTH STREET,FARGO,58103,7012344900,Hospital Based Program,50,50,50,50,50,50,4,4,88,4,84,4,86,3,87,81,471,32,806,300
ND,357035,CHI HEALTH AT HOME,367  2ND ST NW,VALLEY CITY,58072,8558603464,Local,50,50,50,50,50,50,4,4,88,4,85,3,83,3,81,79,137,46,776,300
ND,357302,ETHOS HOME CARE,3361 45TH ST S  SUITE 100,FARGO,58104,7013563803,Local,50,50,50,50,0,50,4,4,87,5,88,3,82,2,77,80,200,43,774,250
TN,447264,"HMC HOME HEALTH, LLC",115 PATTERSON ROAD,SAVANNAH,38372,7319250276,Local,50,50,50,50,50,50,5,5,95,5,96,5,96,5,94,93,182,41,974,300
TN,447201,DEACONESS HOMECARE,123 PICKWICK STREET,SAVANNAH,38372,7319256626,Local,50,50,50,50,50,50,5,5,95,5,94,5,93,5,95,93,290,38,970,300
TN,447188,AMEDISYS HOME HEALTH OF TENNESSEE,1006 OLD KNOXVILLE ROAD,TAZEWELL,37879,4236262405,Local,50,50,50,50,50,50,5,5,93,5,92,5,88,5,93,93,323,30,959,300
TN,447278,AMEDISYS HOME HEALTH CARE,8 STONEBRIDGE BLVD SUITE L,JACKSON,38305,7316642264,Local,50,50,50,50,50,50,5,5,94,5,92,5,90,5,93,89,320,32,958,300
TN,447499,HENRY CO MEDICAL CENTER H H,311 EAST WOOD STREET,PARIS,38242,7316427600,Hospital Based Program,50,50,50,50,50,50,5,5,93,5,88,5,91,5,94,90,144,38,956,300
TN,447557,VOLUNTEER HOME CARE,2448 EASTEND DRIVE,HUMBOLDT,38343,7317847200,Local,50,50,50,50,50,50,5,5,92,5,92,5,88,5,91,89,378,34,952,300
TN,447184,QUALITY FIRST HOME CARE,"500 SOUTH JAMES CAMPBELL BLVD, SUITE A",COLUMBIA,38401,9315400062,Local,50,50,50,50,50,50,5,5,95,5,94,5,93,4,91,89,187,33,942,300
TN,447434,EXTENDICARE HOME HEALTH OF WESTERN TN,"1720 EAST REELFOOT AVENUE, SUITE 203",UNION CITY,38261,7318850866,Local,50,50,50,50,50,50,5,5,94,5,94,4,87,5,94,93,141,36,942,300
TN,447424,SAINT THOMAS HOME HEALTH,135 EAST SWAN ST,CENTERVILLE,37033,9317294271,Official Health Agency,50,50,50,50,0,0,5,5,94,5,93,4,86,5,93,95,53,45,941,200
TN,447131,HIGHLAND RIM HOME HEALTH,2370 QUINLAND LAKE ROAD,COOKEVILLE,38506,9315285578,Hospital Based Program,50,50,50,0,50,50,5,5,93,5,92,5,91,4,92,89,255,39,937,250
TN,447238,AMEDISYS HOME CARE,"107 N PORTER STREET, SUITE 3",WINCHESTER,37398,9319624663,Local,50,50,50,50,50,50,5,5,95,5,92,4,85,5,93,90,273,30,935,300
TN,447555,HANCOCK COUNTY HOME HEALTH AGENCY,1246 MAIN STREET  PO BOX 32,SNEEDVILLE,37869,4237334032,Local,50,50,50,0,50,50,5,5,95,5,90,4,85,5,95,90,116,38,935,250
TN,447505,AMEDISYS HOME HEALTH CARE,1500 WEST ELK AVENUE SUITE 201,ELIZABETHTON,37643,4235472310,Local,50,50,50,50,50,50,5,5,94,5,91,4,87,5,94,88,384,31,934,300
TN,447405,CLINCH RIVER HOME HEALTH,401 SULPHUR SPRINGS RD,CLINTON,37716,8654574263,Visiting Nurse Association,50,50,50,50,50,50,5,5,92,5,86,5,89,4,93,91,97,44,931,300
TN,447260,AMEDISYS HOME HEALTH,508 W MAIN STREET,LIVINGSTON,38570,9315725191,Local,50,50,50,50,50,50,5,5,92,5,90,5,88,4,91,88,450,31,929,300
TN,447284,EXTENDICARE HOME HEALTH OF WEST TN,"250 NORTH PARKWAY, SUITE 30 JACKSON",JACKSON,38305,7316681372,Local,50,50,50,50,50,50,5,5,92,5,90,5,89,4,90,86,534,30,927,300
TN,447561,VOLUNTEER HOMECARE OF WEST TN,68 WEST MAIN STREET PO BOX 25,PARSONS,38363,7318478250,Local,50,50,50,50,50,50,5,5,92,5,91,5,88,4,91,85,310,29,927,300
TN,447163,WILLOWBROOK HOME HEALTH CARE,"PARK ELM PLAZA, 1451 ELM HILL PIKE",NASHVILLE,37210,6153666060,Local,50,50,50,50,50,50,5,5,92,5,90,5,89,4,89,86,275,35,926,300
TN,447469,BLOUNT MEMORIAL HOME HEALTH,1095 EAST LAMAR ALEXANDER PKWY,MARYVILLE,37804,8659812160,Hospital Based Program,50,50,50,50,50,50,5,5,91,5,90,5,91,4,89,83,313,33,924,300
TN,447225,"ABILISHEALTH MARTIN, LLC",135 KENNEDY DRIVE,MARTIN,38237,7315872996,Local,50,50,50,50,50,50,5,5,90,5,90,5,89,4,89,84,217,31,922,300
TN,447101,MEDICAL CENTER HOME HEALTH,33 DIRECTORS ROW,JACKSON,38305,7319842000,Local,50,50,50,50,50,50,5,5,91,5,90,5,89,4,88,82,506,32,920,300
TN,447190,AMEDISYS HOME HEALTH CARE,1423 WEST MORRIS BLVD SUITE B,MORRISTOWN,37814,4235860106,Local,50,50,50,50,50,50,5,5,93,5,91,4,87,4,92,91,319,30,914,300
TN,447444,BAPTIST MEMORIAL HOME CARE,641 RB WILSON DR SUITE D,HUNTINGDON,38344,9019863220,Local,50,50,50,50,50,50,5,5,93,5,92,4,86,4,93,90,109,34,914,300
TN,447195,"SMOKY MOUNTAIN HOME HEALTH AND HOSPICE, INC",222 HERITAGE BLVD P O BOX 754,NEWPORT,37821,4236230233,Local,50,50,50,50,50,50,5,5,93,5,91,3,83,5,93,91,420,41,911,300
TN,447296,AMEDISYS HOME HEALTH,1809 WARD DRIVE,MURFREESBORO,37129,6158930214,Local,50,50,50,50,50,50,5,5,94,5,91,4,85,4,91,88,143,23,909,300
TN,447191,KINDRED AT HOME 1,"115 WINWOOD DR, STE 101",LEBANON,37087,6154490045,Local,50,50,50,50,50,50,5,5,91,5,91,4,86,4,91,88,215,26,907,300
TN,447408,MAURY REGIONAL HOME SERVICES,725 SOUTH JAMES CAMPBELL BLVD,COLUMBIA,38401,9314904600,Hospital Based Program,50,50,50,50,50,50,5,5,92,4,88,5,89,4,92,86,193,29,907,300
TN,447564,"HOME HEALTH CARE OF WEST TENNESSEE, INC",2995 APPLING RD SUITE 102,BARTLETT,38133,9012665100,Official Health Agency,50,50,50,50,50,50,5,4,91,5,88,5,92,4,90,86,95,32,907,300
TN,447500,UNIVERSITY OF TN MEDICAL CENTER HOME HEALTH SERV,3301 WEST ANDREW JOHNSON SUITE 102,MORRISTOWN,37814,4235869291,Local,50,50,50,50,50,50,5,5,92,4,88,5,89,4,88,86,379,35,903,300
TN,447006,WILLOWBROOK VISITING NURSE INC,3147 PLAYERS CLUB PARKWAY,MEMPHIS,38125,9012768300,Visiting Nurse Association,50,50,50,50,50,50,5,4,90,5,90,5,89,4,90,82,89,21,901,300
TN,447109,DEACONESS HOMECARE,PO BOX 433,FAYETTEVILLE,37334,9314337026,Local,50,50,50,50,50,50,5,5,92,5,90,5,89,3,85,85,110,33,901,300
TN,447406,QUALITY HOME HEALTH,"101 DUNCAN STREET, SUITE 101-B",JAMESTOWN,38556,9318799928,Local,50,50,50,50,50,50,5,5,93,5,91,5,88,3,85,84,299,40,901,300
TN,447206,AMEDISYS HOME HEALTH,209 10TH AVENUE SOUTH SUITE 408,NASHVILLE,37203,6153137400,Local,50,50,50,50,50,50,5,5,91,5,89,4,85,4,89,85,378,25,899,300
TN,447503,"ABILISHEALTH BROWNSVILLE, LLC",1143 TAMMBELL ST,BROWNSVILLE,38012,7317729474,Local,50,50,50,50,50,50,5,5,92,5,88,5,90,3,88,81,105,24,899,300
TN,447156,AMEDISYS HOME HEALTH CHATTANOOGA,7205 LEE HIGHWAY SUITE A,CHATTANOOGA,37421,4234723069,Local,50,50,50,50,50,50,5,5,91,5,89,4,85,4,87,86,459,26,898,300
TN,447417,"ADVANCED HOME CARE, INC",1670 W ANDREW JOHNSON HWY,GREENEVILLE,37745,4236360700,Official Health Agency,50,50,50,0,50,50,5,5,92,4,87,5,89,4,89,81,141,31,898,250
TN,447506,CHI MEMORIAL HEALTH AT HOME,1949 GUNBARREL ROAD SUITE 250,CHATTANOOGA,37421,4234958550,Hospital Based Program,50,50,50,0,50,50,5,5,91,5,89,4,85,4,87,85,330,30,897,250
TN,447139,COVENANT HOMECARE,3001 LAKE BROOK BLVD SUITE 101,KNOXVILLE,37909,8653740600,Local,50,50,50,50,50,50,5,5,91,5,89,4,85,4,87,83,1054,30,895,300
TN,447247,LINCOLN MEDICAL HOME HEALTH AND HOSPICE,2250 THORNTON TAYLOR PKY SUITE B,FAYETTEVILLE,37334,9314338088,Hospital Based Program,50,50,50,50,50,50,5,5,91,5,87,5,91,3,80,85,78,34,894,300
TN,447316,"ABILIS HEALTH MCMINNVILLE, LLC",165 VOTECH DR,MC MINNVILLE,37110,9314742273,Local,50,50,0,0,50,50,5,5,91,4,85,5,90,4,85,82,130,30,893,200
TN,447124,"MERITAN, INC",345 ADAMS AVE,MEMPHIS,38110,9017660600,Local,50,50,50,50,50,50,5,5,92,4,87,5,88,4,82,80,153,31,889,300
TN,447111,KINDRED AT HOME,"320 NORTH CEDAR BLUFF RD, SUITE 380",KNOXVILLE,37923,8655843133,Local,50,50,50,50,50,0,4,5,94,4,87,4,86,4,91,89,84,25,867,250
TN,447581,"ADORATION HOME HEALTH, LLC","545 MAINSTREAM DRIVE, SUITE 411",NASHVILLE,37228,6157333600,Visiting Nurse Association,50,50,50,50,50,50,4,5,93,4,87,3,83,5,93,89,373,27,865,300
TN,447402,TENNESSEE QUALITY CARE - HOME HEALTH,580 TENNESSEE AVENUE NORTH,PARSONS,38363,7318479228,Local,50,50,50,50,50,50,4,4,90,4,88,5,88,4,92,85,315,39,863,300
TN,447476,SWEETWATER HOSP HOME HEALTH,304 WRIGHT STREET,SWEETWATER,37874,8652138508,Hospital Based Program,50,50,50,50,0,50,4,5,92,4,88,4,87,4,89,87,238,43,863,250
TN,447108,ENCOMPASS HEALTH HOME HEALTH,"2068 COWAN HIGHWAY,  SUITE 440",WINCHESTER,37398,9319670633,Local,50,50,50,50,50,50,4,5,92,5,90,4,86,3,87,87,392,27,862,300
TN,447279,HOME HEALTH CARE OF EAST TN,2765 EXECUTIVE PARK DRIVE,CLEVELAND,37312,8005450418,Local,50,50,50,50,50,50,4,4,91,4,87,5,89,4,89,86,243,43,862,300
TN,447422,AMEDISYS HOME HEALTH,2913 BOONES CREEK RD STE 6,JOHNSON CITY,37615,4239522340,Local,50,50,50,50,50,50,4,5,92,5,90,3,83,4,90,86,477,28,861,300
TN,447176,SUNCREST HOME HEALTH,471 WEST BROAD STREET,SMITHVILLE,37166,6155977777,Local,50,50,50,50,50,50,4,4,90,5,89,5,89,3,86,86,329,35,860,300
TN,447573,"AMERICAN NATIONAL HOME HEALTH, INC",95 SIGNATURE PLACE,LEBANON,37087,6154531029,Local,50,50,50,50,50,50,4,5,91,4,87,4,85,4,92,85,64,32,860,300
TN,447558,AMEDISYS HOME HEALTH SERVICES,900 CONFERENCE DRIVE SUITE 1A,GOODLETTSVILLE,37072,7317363700,Local,50,50,50,50,50,50,4,5,91,5,92,3,84,4,85,87,182,27,859,300
TN,447404,INTERIM HEALTH CARE OF EAST TENNESSEE,2482 BRIGHTS PIKE,MORRISTOWN,37814,4235878771,Official Health Agency,50,50,50,50,50,50,4,5,92,5,91,2,80,5,92,83,255,32,858,300
TN,447114,NHC HOMECARE MURFREESBORO,"1923 MEMORIAL BLVD, SUITE A",MURFREESBORO,37129,6158962300,Local,50,50,50,50,50,50,4,4,90,5,90,4,85,4,87,84,328,28,856,300
TN,447403,SUNCREST HOME HEALTH SERVICES,1210 BRIARVILLE RD BLDG D,MADISON,37115,6158659841,Local,50,50,50,50,50,50,4,5,91,5,89,4,86,3,84,85,392,29,855,300
TN,447489,INTREPID USA HEALTHCARE SERVICES,414 SWEETWATER VONORE ROAD,SWEETWATER,37874,4233376342,Local,50,50,50,50,50,50,4,5,91,4,85,4,85,4,86,85,165,23,852,300
TN,447213,NHC HOMECARE SOMERVILLE,17985 HIGHWAY 64,SOMERVILLE,38068,9014654101,Official Health Agency,50,50,50,50,50,0,4,4,90,5,88,5,90,3,84,79,70,22,851,250
TN,447565,INTREPID USA HEALTHCARE SERVICES,"72 STONEBRIDGE, SUITE 1",JACKSON,38305,7316689400,Local,50,50,50,0,50,50,4,4,89,5,89,4,86,4,87,78,214,29,849,250
TN,447125,NHC HOMECARE COLUMBIA,915 S JAMES CAMPBELL BLVD,COLUMBIA,38401,9313811234,Visiting Nurse Association,50,50,50,50,50,50,4,4,90,5,90,4,87,3,87,87,387,34,841,300
TN,447312,AMEDISYS HOME HEALTH CARE,1420 DUTCH VALLEY ROAD SUITE A,KNOXVILLE,37918,8655842510,Local,50,50,50,50,50,50,4,5,91,4,86,3,83,4,90,87,351,28,837,300
TN,447442,INTREPID USA HEALTHCARE SERVICES,"225 NORTH WILLOW AVENUE, 3RD FLOOR",COOKEVILLE,38501,9316464806,Local,50,50,50,50,50,50,4,5,91,5,93,2,77,4,86,86,50,32,833,300
TN,447513,HOME CARE SOLUTIONS,"2525 PERIMETER PLACE, SUITE 117",NASHVILLE,37214,6153650300,Local,50,50,50,50,50,50,4,4,90,5,89,3,84,4,88,82,445,30,833,300
TN,447086,METHODIST ALLIANCE HOME CARE,"6400 SHELBY VIEW DR, SUITE 101",MEMPHIS,38134,9015161800,Hospital Based Program,50,50,50,50,50,50,4,5,91,4,88,3,81,4,88,84,375,22,832,300
TN,447138,DEACONESS HOMECARE 1,6978 LEBANON ROAD SUITE B,MOUNT JULIET,37122,6154538550,Local,50,50,50,50,50,50,4,5,91,5,89,3,84,3,84,83,261,29,831,300
TN,447259,SUNCREST HOME HEALTH,"2292 DALTON DRIVE, SUITE A",CLARKSVILLE,37043,9315521674,Official Health Agency,50,50,50,50,50,50,4,5,91,5,90,3,84,3,85,81,170,31,831,300
TN,447254,KINDRED AT HOME,2004 AMERICAN WAY SUITE 121,KINGSPORT,37660,4232301000,Official Health Agency,50,50,50,50,50,0,4,5,91,5,89,3,83,3,84,83,218,24,830,250
TN,447298,TENNOVA HOME HEALTH-CLARKSVILLE,"311 LANDRUM PLACE, SUITE B400",CLARKSVILLE,37043,9315529551,Local,50,50,50,50,50,50,4,4,88,5,89,4,87,3,84,78,247,27,826,300
TN,447538,AMEDISYS HOME CARE,8245 TOURNAMENT DRIVE SUITE 255,MPHS,38125,9017617112,Local,50,50,50,50,50,50,4,4,90,4,86,4,86,3,88,85,188,22,815,300
TN,447517,HOME HEALTH CARE OF MIDDLE TN,"TWO INTERNATIONAL PLAZA DRIVE, SUITE 901",NASHVILLE,37217,6153614859,Local,50,50,50,50,50,50,4,4,91,4,88,3,84,4,88,80,290,32,811,300
TN,447153,NHC HOMECARE JOHNSON CITY,709 MED TECH PARKWAY SUITE 2,JOHNSON CITY,37604,4234340163,Local,50,50,50,0,50,50,4,5,91,4,89,2,78,4,90,83,140,31,811,250
TN,447488,KINDRED AT HOME,"624 GRASSMERE PARK DRIVE, SUITE 8",NASHVILLE,37211,6153609000,Official Health Agency,50,50,50,50,50,0,4,4,90,5,88,3,83,3,86,84,186,24,811,250
TN,447291,SUNCREST HOME HEALTH,121 NORTH IRWIN STREET,MANCHESTER,37355,9317282453,Local,50,50,50,50,50,50,4,4,90,4,88,4,85,3,86,80,352,28,809,300
TN,447230,UNIVERSITY OF TN MEDICAL CENTER HOME CARE SERVICES,"4435 VALLEY VIEW DRIVE, SUITE 101",KNOXVILLE,37917,8655446200,Local,50,50,50,50,50,50,4,4,90,4,86,4,86,3,84,81,774,32,807,300
TN,447566,"GUARDIAN HOME CARE OF NASHVILLE, LLC","741 COOL SPRINGS BLVD, SUITE 110",FRANKLIN,37067,6157712080,Local,50,50,50,50,50,50,4,4,88,4,86,4,86,3,84,83,454,24,807,300
TN,447142,CAMELLIA HOME HEALTH,1700 LIBERTY STREET,KNOXVILLE,37921,8655844010,Local,50,50,50,50,50,50,4,4,89,5,87,3,84,3,85,81,310,28,806,300
TN,447263,HOMECHOICE HEALTH SERVICES,2606 CORPORATE AVE SUITE 201,MEMPHIS,38132,9013804404,Official Health Agency,50,50,50,0,50,50,4,4,90,4,88,4,86,3,85,77,301,25,806,250
TN,447107,AMEDISYS HOME HEALTH,"2000 GLEN ECHO ROAD, SUITE 115",NASHVILLE,37215,6152983931,Local,50,50,50,50,50,50,4,5,91,5,89,2,78,3,84,82,323,25,804,300
TN,447150,TENNOVA HEALTHCARE HOME HEALTH,"1512 COLEMAN ROAD, SUITE 310",KNOXVILLE,37919,8653377859,Hospital Based Program,50,50,50,50,50,50,4,4,91,4,87,4,85,3,83,78,268,27,804,300
TN,447277,AMEDISYS HOME HEALTH,"6005 PARK AVENUE, SUITE 200-B",MEMPHIS,38119,9016857231,Local,50,50,50,50,50,50,4,4,88,4,86,4,87,3,84,79,367,23,804,300
TN,447528,SUNCREST HOME HEALTH,657 BROADWAY SUITE C,JEFFERSON CITY,37760,8654754138,Official Health Agency,50,50,50,0,50,50,4,4,90,4,85,3,81,4,86,80,297,29,802,250
TN,447269,TENNOVA HOME HEALTH - CLEVELAND,175 24TH ST,CLEVELAND,37311,4235596092,Local,50,50,50,50,50,50,4,4,89,4,85,3,81,4,85,80,170,24,800,300
TN,447281,TENNOVA HOME HEALTH - SHELBYVILLE,635 N MAIN STREET SUITE D,SHELBYVILLE,37160,9316855330,Local,50,50,50,50,50,50,4,4,89,4,87,4,85,3,84,75,63,29,800,300
TN,447466,LIFELINE HOME HEALTH CARE,2109 PARK PLAZA SUITE 200,SPRINGFIELD,37172,6153844644,Local,50,50,50,50,50,50,4,3,86,3,84,5,94,3,85,82,73,30,791,300
TN,447487,HIGHPOINT HOMECARE,"300 STEAM PLANT ROAD,SUITE 220",GALLATIN,37066,6153285515,Local,50,50,50,50,50,50,4,4,89,4,88,3,84,3,87,80,208,32,788,300
TN,447559,"GUARDIAN HOME CARE, LLC",6116 SHALLOWFORD ROAD SUITE 114,CHATTANOOGA,37421,4238556233,Local,50,50,50,50,50,50,4,4,90,4,87,3,84,3,85,82,562,25,788,300
TN,447449,NHC HOMECARE ATHENS,1011 WEST MADISON AVE,ATHENS,37303,4237454246,Local,50,50,50,50,50,50,4,4,91,4,88,3,83,3,83,81,115,32,786,300
TN,447454,INTREPID USA HEALTHCARE SERVICES,350 CALDWELL STREET,MC MINNVILLE,37110,9314739561,Local,50,50,50,50,50,50,4,4,88,4,86,2,80,4,89,82,159,31,785,300
TN,447552,TENNESSEE HOME HEALTH,7625 HAMILTON PARK DRIVE,CHATTANOOGA,37421,4235101500,Local,50,50,50,50,50,50,4,4,89,4,86,3,83,3,86,80,184,27,784,300
TN,447563,AMEDISYS HOME HEALTH CARE,537 STONECREST PARKWAY SUITE 109,SMYRNA,37167,6158906455,Local,50,50,50,50,50,50,4,4,89,4,86,3,83,3,85,79,371,24,782,300
TN,447583,BROOKDALE HOME HEALTH NASHVILLE,624 GRASSMERE PARK DR STE 15,NASHVILLE,37211,6153332152,Local,50,50,50,50,50,0,4,4,89,4,85,3,83,3,85,80,154,17,782,250
TN,447276,NHC HOMECARE SPRINGFIELD,506 NORTHCREST DRIVE,SPRINGFIELD,37172,6153840687,Official Health Agency,50,50,50,50,50,50,4,4,90,4,87,3,83,3,83,78,345,30,781,300
TN,447451,AMEDISYS HOME HEALTH CARE,1655 WYNNE ROAD,CORDOVA,38016,9013883335,Local,50,50,50,50,50,50,4,4,89,4,86,3,81,3,82,82,189,23,780,300
